,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
POLD4,0.0167995,-0.08172525,-0.03312675,0.046824,-0.07522175,-0.0824385,0.00787075,0.0666455,0.07832125,0.043758,0.05706075,0.01199425,0.091443,-0.02501925,0.030228,-0.03720875,-0.071802,0.0606785,-0.03800825,-0.04087375,0.01816475,-0.0290385,0.06715675,0.03392575,-0.0012885,-0.004423,-0.06703575,-0.08195075,-0.03352175,0.01577775,0.0133765,-0.00327175,0.05720325,0.09300275,0.007228,0.00418125,-0.01669475,-0.02910175,-0.00479675,-0.0334835,0.014948,-0.02461275,-0.06466475,0.02517875,-0.062588,0.06278575,0.0564725,-0.07631125,0.05925525,-0.05882975,0.0642635,0.033607,0.075648,-0.06911,0.04673075,-0.0693515,0.06617575,-0.0925785,-0.062022,0.07092925,0.01433525,-0.019602,-0.06753575,-0.00053825,0,-0.0777,-0.0216675,-0.02175825,0.07550575,-0.027802,0.046252,-0.06515125,0.0737115,0.00915125,-0.0605055,-0.074069,-0.0542805,-0.00805775,-0.03777725,-0.042706,0.0036125,-0.032258,0.101988,0.02292325,-0.0994105,-0.05718675,-0.051363,0.02987375,0.049209,0.02881575,-0.00123625,0.00962925,-0.008912,0.05340925,-0.03695625,0.01839025,0.050923,0.01287925,0.008544,-0.02178275,0.05096975,-0.0535935,-0.07473625,-0.05201125,-0.032151,-0.00400275,0.07040125,0.068489,-0.02816475,0.0529725,0.068236,0.0101675,-0.00695325,-0.02484075,-0.00804125,0.048599,0.07144325,0.0078845,-0.06985975,0.064426,0.07251375,-0.0585465
RBX1,-0.02862625,-0.0105185,-0.02691775,-0.03764275,0.028214,-0.04030475,-0.0334945,0.02678025,0.048118,-0.05218125,0.03575025,0.0501785,-0.0849505,0.02344225,0.03207675,-0.04739275,-0.0568545,0.039154,-0.065827,-0.0605,0.072978,0.04206575,-0.07675,0.06519225,-0.0863805,0.056297,0.06814125,0.07259625,-0.02848075,0.05181325,-0.0282775,-0.00294775,0.0124395,-0.04379925,-0.0629865,-0.02632725,-0.057717,-0.04120875,-0.06161825,-0.008835,-0.050308,-0.002563,0.0046455,-0.03796975,0.0211005,-0.027618,0.081452,-0.05043625,-0.02657425,-0.06712975,-0.0025355,0.04233775,-0.04415625,-0.04435725,0.0636045,-0.05773625,-0.03526925,0.0069535,-0.03634325,0.0671785,0.081893,0.00534325,-0.00417025,0.048799,-0.0777,0,-0.03775,0.07299725,-0.00373375,0.02992825,-0.0883415,0.0312255,-0.02877775,-0.04055075,0.0598875,0.07275,-0.00061825,0.04738425,-0.04803575,0.027154,0.06055775,-0.04002175,0.0269945,0.06020325,0.067357,-0.0015685,-0.076489,0.03985425,0.0017775,0.03162375,-0.07640625,0.030206,-0.0034285,-0.01978575,-0.0282995,-0.07030225,0.02973625,0.0552225,0.005151,-0.0371565,0.00404425,0.00292325,-0.07626925,-0.00229675,0.0657445,-0.03226925,0.0560715,-0.075173,-0.0652995,0.000316,0.03220875,-0.039533,-0.062281,-0.04452525,0.08608625,-0.008368,-0.07477725,0.0591895,-0.08707275,0.0270495,-0.03179125,-0.05234875
ALDOC,-0.12351475,0.0306675,-0.03084625,-0.02143425,0.09516575,-0.06586525,-0.06469225,-0.035511,0.065676,0.02043125,0.06529125,0.0692965,0.0098655,-0.04264025,0.0345385,0.05151375,0.008209,0.059643,0.093291,0.03929725,-0.05892575,-0.006879,0.03000525,0.072956,0.02596675,-0.07737875,-0.0868075,-0.06156625,0.0426155,0.0076015,-0.03306325,0.029409,0.06196175,0.0215415,-0.05621425,0.02756875,0.003379,-0.07206825,-0.05698075,0.0702775,-0.046143,0.09776675,-0.083489,0.00395625,-0.00875275,-0.0529505,0.06581875,0.0621785,-0.02309625,0.02893425,-0.08635625,-0.0301015,-0.06598625,0.01409875,-0.03775,0.00555775,0.06153575,-0.00397525,0.07228275,0.03174725,-0.0205375,0.07840075,0.0372225,0.01405225,-0.0216675,-0.03775,0,-0.05690375,0.119418,0.08267575,-0.00857975,-0.0041565,0.00516775,-0.01424175,-0.03089825,-0.049242,-0.001637,-0.0720495,0.05354125,0.02949475,0.04525125,-0.006775,-0.0262885,0.03146425,0.02639575,0.001489,0.0008955,0.0062005,0.034673,0.03028275,0.070294,0.03162075,-0.037382,-0.006033,0.07178,-9.08E-05,-0.05510175,-0.0449805,0.030912,-0.0050905,-0.06649375,-0.03150025,0.03525825,-0.01053575,-0.0450905,-0.00275275,-0.049838,-0.050923,0.09017875,0.0272115,0.0211725,0.0635355,-0.00078,-0.05451375,-0.0795465,-0.04878875,-0.00804125,0.004555,0.0203735,-0.01183525,-0.03593925,-0.04637425
GAPDH,-0.0226785,0.00502725,0.05303275,0.06423075,0.0611815,-0.024382,0.07015675,0.047816,-0.04089575,-0.024665,-0.0465465,0.00149725,0.04838475,0.02560725,-0.00364825,0.040893,0.02762625,-0.05192575,0.060676,-0.0605245,-0.06189,-0.086198,0.06954125,-0.08524125,0.02074175,-0.0119205,-0.0316455,0.0647995,-0.0014095,-0.01171175,-0.007673,0.09359075,0.0427665,-0.06653875,-0.0604725,-0.03436775,0.0290935,0.05978,0.05173875,-0.04473875,-0.01049425,-0.08819,0.034588,-0.0583075,-0.06168675,-0.09225775,0.040008,0.07382675,0.08226075,0.0350025,-0.0127695,0.0683405,0.03694525,-0.08190925,0.07129675,-0.0309315,0.06145625,0.05575575,-0.032857,0.0590385,0.03482425,-0.07444775,-0.030096,-0.062011,-0.02175825,0.07299725,-0.05690375,0,-0.060447,-0.048195,-0.07476925,0.0213295,0.0063295,-0.0623875,-0.041305,-0.00110725,0.05382425,-0.05219225,0.038519,0.079555,-0.08493125,-0.04136025,0.00536275,-0.05753825,0.02893125,-0.02722525,-0.06992225,0.065769,0.0638295,-0.00486275,-0.0583215,0.08201075,0.00356025,0.008632,-0.031456,-0.053959,0.0123215,0.05314025,-0.014401,-0.04076375,0.07439,-0.03339325,0.02213175,-0.00409875,-0.060107,-0.04717025,-0.00799725,-0.03356575,-0.029088,0.03921525,0.02788725,0.0316235,-0.03081325,-0.0675,-0.002651,-0.0222115,0.05438175,-0.11059,-0.0464725,0.05598925,0.04807675,0.0255795
HDAC2,-0.026338,-0.04826025,0.0557555,0.00087625,0.04592575,-0.00398925,0.0196595,-0.0217115,0.033849,-0.05945625,0.06124725,-0.0332855,0.001412,-0.0445,0.046305,0.05410375,-0.053596,-0.062099,-0.00530225,-0.01361825,0.030338,-0.02718425,0.01848625,0.04319225,-0.00737925,-0.06900825,0.00140675,-0.09859525,-0.07926375,0.02218125,-0.00155775,0.0733955,-0.05112075,-0.022209,-0.084787,-0.047956,0.00100825,-0.07113725,0.038275,0.04823375,-0.03387325,0.0774615,0.07483275,-0.06357975,0.032816,-0.03450575,0.07417875,0.08320575,-0.00236575,-0.08362375,-0.01862925,0.031632,-0.0098655,-0.05720025,0.09199725,0.007346,-0.09018125,0.0629615,0.08797325,0.00128575,-0.07475275,-0.02497275,-0.0592885,0.003783,0.07550575,-0.00373375,0.119418,-0.060447,0,0.050305,0.09637425,-0.07007975,-0.012231,0.00786825,0.038102,-0.019143,-0.0180275,-0.05379425,0.03914825,0.0393215,-0.09847525,-0.0249725,-0.04264575,0.02678575,-0.06440925,0.00586,0.0022965,0.036118,-0.00514025,-0.0548765,0.05275025,-0.008588,-0.0556785,0.01199175,-0.05072175,-0.03493975,0.0612635,0.03125,0.0847005,0.0035,0.019654,-0.07930225,0.015368,-0.064643,0.013206,0.07221175,-0.0247335,0.02680775,0.0077225,0.082368,-0.00136,-0.040183,-0.042217,-0.05306625,-0.00460725,0.03594225,-0.0121505,-0.0230135,0.0027555,-0.0062525,-0.08899925,0.03828325
CHEK1,-0.051673,-0.07262375,-0.0063625,0.03916775,0.05803025,-0.0009445,0.0692555,0.0561565,0.00272525,-0.00387075,-0.02672,-0.031709,0.0479615,0.04967925,-0.00238725,0.0384175,-0.0253295,-0.00326075,0.0768045,-0.06537925,-0.022418,-0.0221125,0.00259075,-0.06825,-0.003456,-0.06677175,0.0672225,-0.0256235,-0.0431785,0.0580385,-0.01321425,0.09873275,-0.0757665,0.00718125,-0.07464375,-0.0513095,0.03241775,0.04045325,-0.03185725,0.04981575,-0.02936275,0.05232425,0.00839025,0.03878,0.07329125,0.0059725,-0.009882,-0.07183875,-0.002022,0.0079175,0.04180225,0.0663875,0.0548765,0.05979675,-0.001945,-0.063533,0.0564395,-0.0227885,-0.02852175,0.059154,-0.0424425,-0.07030775,0.008959,0.03295325,-0.027802,0.02992825,0.08267575,-0.048195,0.050305,0,0.09124825,-0.006566,0.02661,-0.04497525,0.0227715,0.0056125,-0.041412,-0.014926,-0.00131325,-0.019813,-0.03990925,-0.03865125,-0.00815125,0.0249945,-0.00500825,0.07896825,-0.02933525,-0.07170325,-0.0589245,0.05573075,0.00386825,0.089309,0.06733775,-0.06728025,0.0661675,-0.07107225,0.05567875,0.002206,0.0378845,0.03114025,-0.0030715,0.05641775,-0.0246705,0.00107975,0.0519285,-0.05879975,-0.05738475,-0.043371,0.035008,-0.0846825,0.06576375,-0.024338,-0.07399175,0.01689025,0.0635905,0.04549025,-0.05825,0.02399175,0.0076455,-0.03443425,0.0253655,0.07142325
CHEK2,0.062011,-0.0042205,0.005643,-0.063673,0.068467,-0.043879,0.04173075,0.07867025,-0.05914825,0.072437,0.05518375,-0.0004615,0.04938475,0.00131875,0.07071425,0.05507975,0.06118125,0.074555,-0.03585425,0.0737805,-0.0870055,0.04679675,-0.03945625,0.0539615,-0.044127,-0.0418435,0.01834425,0.0090275,0.029011,-0.06814025,0.04119525,0.0752705,-0.01787375,0.07132125,-0.004937,-0.07288725,-0.018911,-0.03493125,0.06972525,0.00305525,-0.0327225,-0.01541225,0.042129,-0.05845875,-0.04708525,-0.05362925,0.0023545,-0.02586825,-0.085726,-0.0415355,-0.02410175,0.02250525,-0.06292575,0.032431,0.0195605,0.073099,0.07254125,0.0201485,0.0030715,0.04219775,-0.0762555,-0.04965375,0.064437,0.0074615,0.046252,-0.0883415,-0.00857975,-0.07476925,0.09637425,0.09124825,0,-0.051785,-0.06262075,0.03356875,-0.030522,0.0766675,-0.0187025,0.06871425,-0.05747275,-0.00319225,-0.0711455,0.00257975,-0.067338,-0.00936825,0.05472775,0.075844,-0.0885645,-0.0235135,-0.00721975,-0.049643,0.07339,0.089522,-0.0024095,0.058802,0.0005385,0.08621325,0.033346,0.030184,-0.07092275,-0.0368215,-0.03964025,0.0035715,0.0049615,0.03621975,0.0309725,0.0059975,-0.0204395,-0.004879,0.03175,-0.05424175,-0.0196015,0.075588,0.011967,0.0673735,0.0007695,0.0491725,0.08128625,-0.02990925,0.0369835,0.03311525,-0.02724475,0.048552
PIK3R1,0.034736,0.0149525,-0.04814825,0.0117995,0.0313655,-0.0740495,0.03705225,-0.04391475,0.0760385,-0.077945,-0.02629125,0.03237075,0.03263175,0.067162,0.0405935,-0.029437,-0.072945,-0.0232855,-0.061769,0.00437625,-0.0440825,0.07284875,0.006187,-0.004368,0.03123375,-0.052327,0.07439675,0.0275825,-0.0341705,-0.0027445,0.009272,0.0372775,0.06759375,-0.0262115,0.0037855,-0.023893,-0.0962865,0.034882,0.0691045,-0.02242975,0.00290925,0.02024475,-0.070695,-0.05952725,-0.05984625,-0.00036275,-0.04858525,-0.080041,0.0469615,-0.05542825,0.02406325,0.1095905,-0.06578275,-0.078624,0.050775,0.00310975,0.0691035,-0.0047665,0.006382,0.05701375,0.004695,0.021728,0.06367575,-0.032162,-0.06515125,0.0312255,-0.0041565,0.0213295,-0.07007975,-0.006566,-0.051785,0,-0.0797475,-0.057456,-0.04535975,0.07467575,-0.01295325,0.0424175,-0.0242525,0.071423,-0.039077,0.07242575,-0.00725825,-0.0774835,-0.060934,-0.066393,-0.06798875,0.05260425,-0.0529095,-0.03702475,-0.0025795,-0.060827,-0.03163175,-0.07272375,0.05792575,0.09143825,0.036607,0.038536,0.068794,-0.0482145,-0.04569275,0.0008405,-0.05547525,0.0404645,0.01349175,-0.07108525,0.037986,0.015316,0.00377175,-0.026992,0.00197525,-0.0479255,0.0471925,0.0522665,0.01569775,-0.0690905,-0.0706375,-0.0431595,-0.007783,0.093761,0.02969525,0.0138325
APC,-0.04711275,0.07533225,0.03156325,0.03178575,-0.06514,-0.03456575,-0.0371235,-0.0726705,-0.03434025,0.05505475,-0.0318185,0.01021175,-0.00743125,-0.069566,-0.0686925,0.075009,-0.02875,-0.00167575,0.05299175,-0.02376925,-0.05753275,-0.050665,0.0181125,-0.033805,0.02714575,-0.05837075,0.00587025,-0.00567875,-0.016889,0.036434,0.0219535,0.00092875,0.03459325,0.00740975,-0.04594775,-0.08446375,-0.001159,0.046423,0.073261,-0.07084125,0.05855225,-0.057368,0.03239025,-0.00626375,-0.03999725,-0.005522,-0.06821975,-0.06929375,-0.00615675,-0.00612075,-0.05834075,-0.029901,-0.0013435,-0.07196425,-0.0341815,-0.04544775,0.03758775,0.0525855,-0.071412,0.0575135,-0.05118975,0.03975525,-0.07487075,0.00704925,0.0737115,-0.02877775,0.00516775,0.0063295,-0.012231,0.02661,-0.06262075,-0.0797475,0,-0.06651925,-0.04656575,-0.02514825,-0.0322665,0.0027335,0.02654675,-0.0314505,0.0534615,-0.044524,0.072335,-0.04456875,-0.02097825,-0.06121975,-0.03223075,-0.05970325,-0.00329125,0.08122275,0.09117875,0.003511,0.0522665,-0.011541,-0.03981025,0.0121485,0.03828025,-0.01605225,-0.0095385,-0.0626785,0.0737885,-0.005915,0.042607,-0.03979375,-0.06988975,0.029316,0.07803625,0.08446425,-0.007621,0.0496565,-0.0293875,0.06278575,0.09101225,-0.05025275,0.03211825,-0.024393,-0.044294,-0.03275275,0.02361,-0.05062075,0.064893,-0.06334075
SMARCA4,-0.0030575,-0.00036825,0.003258,-0.04721975,0.04320625,-0.04307675,0.01507525,0.05182675,0.02519775,0.021305,0.03956325,0.056346,-0.03388175,0.0536235,0.0457335,0.061324,-0.0012805,0.03523625,0.02972525,0.08293175,0.0804185,0.00724975,-0.02411,-0.0027225,-0.03092825,0.03582425,0.0649095,0.0023985,0.02876075,0.095559,0.02403875,-0.004302,-0.00302475,0.053578,0.046819,-0.04418925,-0.01930775,-0.0226015,0.00094225,0.0588545,-0.088797,0.05608775,-0.058552,-0.026923,-0.0053545,-0.04669775,0.00822275,0.0830395,0.024118,0.05388975,0.03278025,-0.0174645,0.02989275,0.00439,0.03994375,0.064882,-0.0375,-0.0064285,0.0513485,0.02712625,-0.0252995,0.0760245,0.025019,0.03180225,0.00915125,-0.04055075,-0.01424175,-0.0623875,0.00786825,-0.04497525,0.03356875,-0.057456,-0.06651925,0,0.024621,0.04415625,-0.06214,0.03408525,-0.01235725,-0.05786075,0.016063,-0.028118,-0.06352475,-0.000159,-0.0163765,0.072209,-0.00073525,0.0586855,0.05922825,-0.02489575,0.06886825,-0.032673,-0.0332225,0.0872015,-0.0254505,0.00814825,0.03911825,-0.0064945,0.066187,0.03542575,0.06743675,-0.08481125,0.029544,-0.03518675,-0.00526125,0.0167775,-0.08848675,-0.01183225,-0.01480225,0.054802,-0.0679035,0.03109075,-0.09096075,-0.01615125,-0.08538125,-0.0836675,0.071772,0.063203,0.03002475,-0.02693125,0.003643,-0.023824
USP1,0.08657325,-0.00128925,-0.02325025,0.00120875,0.08398075,0.0619125,-0.05771925,-0.03520325,0.013228,-0.00364575,-0.0887105,0.02061275,-0.0540245,-0.0299175,0.07373825,0.00481025,0.053294,0.01223075,0.08148325,-0.0687855,0.017181,-0.07337625,0.025838,0.06716,-0.07365675,0.02087625,0.00101375,-0.008467,0.0032555,-0.04912075,-0.02500825,-0.0999245,-0.06880375,0.0008655,-0.07810125,-0.00594475,0.02314825,-0.058143,-0.06199475,-0.01064275,0.00549725,-0.00194225,0.003574,0.09576275,0.07949225,0.03660175,0.01631875,-0.00411,-0.03248075,0.010706,0.02739575,0.06893425,0.0059205,-0.0330605,-0.01202175,-0.03032675,-0.0666465,-0.03828275,-0.007934,-0.03246175,-0.03975275,-0.038791,-0.0478955,-0.04781875,-0.0605055,0.0598875,-0.03089825,-0.041305,0.038102,0.0227715,-0.030522,-0.04535975,-0.04656575,0.024621,0,-0.02518675,0.01530775,0.03846725,0.04046425,-0.02090375,0.0417015,-0.07323325,-0.05366225,0.04043425,0.11150475,-0.0973875,0.0261235,-0.064259,-0.053923,0.05353,0.06065375,0.057607,-0.00714525,-0.0677225,-0.06539575,-0.0337445,0.0290525,0.0367995,0.07296975,0.04027225,-0.00064025,-0.035198,0.026728,0.00314275,0.041291,0.07455775,-0.01425575,-0.00015675,-0.03895875,-0.0416595,0.047706,0.04688175,0.02739025,0.070772,0.07898325,0.06759625,-0.05771475,0.0393185,-0.0619325,0.02668425,0.073934,0.0320135
DHFR,0.00983275,-0.065368,0.02957425,0.010261,0.02592325,-0.04759875,-0.01726675,0.04992025,-0.05665125,0.003915,0.054888,-0.03186825,-0.06023375,0.0211695,-0.06564575,-0.0582305,0.06714575,-0.08098625,-0.02153825,0.018236,0.0051675,0.02207425,0.0334175,0.05232125,0.057195,-0.07368675,-0.0403325,-0.0334555,0.00325825,0.00268975,0.04076125,-0.070706,0.05279575,0.0575575,-0.065467,0.03703225,0.04079375,0.0541345,0.0997585,-0.00809875,0.033813,-0.00200825,0.0735055,0.063479,0.00748075,-0.00971725,-0.0621955,-0.02809625,0.0465245,-0.05516475,0.000945,-0.0087995,0.05999175,-0.07796575,0.04765375,-0.0368325,0.0437445,0.040772,-0.0293655,-0.036665,-0.00354125,0.038956,0.03784075,0.0090275,-0.074069,0.07275,-0.049242,-0.00110725,-0.019143,0.0056125,0.0766675,0.07467575,-0.02514825,0.04415625,-0.02518675,0,-0.04200825,0.0492555,0.02960975,-0.01787375,0.03057975,0.06831025,0.01812925,-0.06340375,-0.024132,-0.03296425,-0.04788725,-0.013415,-0.0592225,0.067805,-0.057387,-0.0477255,-0.05524175,-0.0429815,-1.10E-05,0.00375,0.00927725,0.00869225,-0.004052,-0.0021125,-0.05748875,-0.02061,0.03069225,-0.06720625,-0.0643735,-0.0013765,-0.04361,0.006033,-0.05333675,0.06553,0.00785425,-0.04977175,0.06425275,0.06635975,0.07202475,-0.02651925,0.04137925,-0.04068125,-0.0861345,-0.06129675,0.040434,0.0728545
IGF1R,0.0364065,0.0239535,0.07145875,0.0027995,-0.00073375,0.082821,0.02650275,-0.035338,0.00261,0.03370325,-0.03336825,0.0394205,0.0261645,-0.07001075,0.075129,0.03132975,-0.0500025,0.023486,-0.01837075,-0.0086345,0.02498625,0.0024645,0.03314275,0.05786275,0.089341,0.08480775,0.04647525,-0.038816,0.063827,-0.050536,-0.075368,-0.01332425,0.0118075,-0.09356475,0.06213475,0.01262075,-0.0566125,0.0274255,-0.024066,-0.08286,0.04305225,0.080529,-0.09521175,0.02093425,-0.123018,0.02739,0.00993675,-0.0043185,-0.09052075,-0.05099975,0.0422255,0.0674065,-0.00552475,0.07273925,0.00136,0.0051785,-0.00623875,0.051835,-0.05514825,-0.10960625,0.000401,0.06493975,0.03764025,-0.00589,-0.0542805,-0.00061825,-0.001637,0.05382425,-0.0180275,-0.041412,-0.0187025,-0.01295325,-0.0322665,-0.06214,0.01530775,-0.04200825,0,-0.06752175,0.06080475,0.02922525,-0.0605055,-0.0012445,0.04482975,0.04784625,0.08037825,0.00690075,-0.01089575,-0.0483655,0.06284325,-0.02494775,-0.00482675,-0.0282995,-0.03050275,0.00121175,-0.0056265,0.03120325,0.05311,-0.06521175,0.00105775,0.012662,-0.036338,-0.03314,-0.05301375,0.00409325,-0.066132,-0.051195,-0.06217025,0.02565375,0.099217,0.02911575,-0.06242875,-0.06554375,0.00660725,-0.03738175,-0.08175825,0.0619695,-0.047319,-0.0513545,-0.095116,0.03304125,-0.00903575,-0.0482505
RPS6KB1,0.05619775,0.06840675,0.06259625,0.053412,-0.083769,-0.00373925,-0.033871,0.023433,0.0650685,-0.06548375,-0.042489,0.09295375,-0.0626045,0.00854975,-0.06042875,-0.08310225,-0.085649,-0.009096,-0.0369345,-0.01038175,0.024176,-0.03901925,0.0358435,-0.03786825,0.05918675,-0.02982975,0.00581875,0.083351,0.066003,-0.0332445,0.00381025,0.05556875,-0.069055,0.034618,0.09513525,0.037621,0.048478,-0.064275,-0.00311,-0.07657125,0.02840375,-0.05383025,0.03029125,0.0679695,-0.02004125,0.0050305,0.0844065,0.00197275,-0.05574725,0.0629755,-0.01104375,0.065511,0.07887975,0.04153575,-0.0215715,-0.0321045,0.0630385,0.03664825,-0.031316,0.0690795,-0.036203,0.075807,0.0027005,-0.02138425,-0.00805775,0.04738425,-0.0720495,-0.05219225,-0.05379425,-0.014926,0.06871425,0.0424175,0.0027335,0.03408525,0.03846725,0.0492555,-0.06752175,0,-0.09084975,-0.0561595,0.053371,-0.0329205,-0.07886825,-0.041338,0.0007035,-0.08407625,-0.064099,0.03203025,0.00064275,-0.066868,-0.0067365,-0.055151,-0.0023295,-0.02658775,0.02596975,-0.00336275,0.00575825,0.0124505,-0.03286275,-0.02301125,0.06762925,0.01897525,0.078124,-0.042211,-0.00140375,0.07017325,0.0266235,-0.0245275,-0.020629,-0.001467,-0.05572075,0.0095715,0.00126375,-0.0322225,0.00673625,-0.0598655,0.062845,-0.02801125,-0.05062375,0.04357425,-0.02197525,-0.03899725
PRKDC,0.06103825,-0.01189275,-0.0312555,-0.0396645,0.0334585,0.022775,-0.0277445,-0.03258775,-0.033382,-0.0658735,-0.0461895,-0.0878765,0.053121,-0.0220465,-0.034772,0.02036275,0.05503025,0.06342325,0.10673375,0.02119775,0.00272775,-0.0237555,0.006706,-0.06322275,0.03365925,-0.07811825,0.0139725,-0.0419095,0.00698075,-0.01073625,0.0252635,0.00512625,0.0766815,0.05582325,-0.0339945,0.032063,0.08926775,0.0637145,-0.0855795,-0.0136585,0.0409175,-0.00519225,-0.0474525,0.004456,0.07437,-0.064676,0.028835,-0.0468955,-0.05382425,0.07545025,0.0562635,-0.00939025,-0.07065675,0.03453575,0.0673605,-0.10155675,-0.08243975,0.02161175,-0.07271175,0.07845325,0.085399,0.029316,-0.0804315,0.00557125,-0.03777725,-0.04803575,0.05354125,0.038519,0.03914825,-0.00131325,-0.05747275,-0.0242525,0.02654675,-0.01235725,0.04046425,0.02960975,0.06080475,-0.09084975,0,-0.02676925,0.03217875,-0.04212625,-0.024662,-0.0035275,-0.0242885,-0.0349865,0.04332675,0.03187075,0.03071425,0.02186275,0.01799175,-0.03667875,-0.0758215,0.069512,-0.04526925,-0.0484615,-0.02907125,0.0668595,-0.0168215,0.02596725,0.0588735,-0.0613845,0.032577,0.0341485,0.04417575,-0.04182425,-0.063783,-0.0200275,-0.051552,0.003445,-0.0081265,0.0157885,0.02538475,-0.0126265,-0.031047,0.07658425,0.06229725,0.049882,-0.068783,-0.091684,0.03805475,-0.02528575
ENO1,0.05660175,0.03044775,0.07331625,0.000898,0.06902925,0.0718845,0.00791225,0.00642875,-0.032536,-0.02900825,-0.04841225,0.03745025,0.07950275,0.06145875,0.00471425,-0.067511,-0.07485825,-0.051107,0.03460975,-0.058191,0.037011,-0.05411,-0.02865125,0.03751375,-0.03406325,0.061047,-0.00330225,-0.03845025,-0.07275275,0.0419535,0.030544,-0.00455425,0.06636275,0.0290055,0.02074175,-0.08911725,0.005794,0.08278125,-0.00235725,0.08329025,-0.0681865,-0.0137335,-0.00622825,0.0282665,-0.0330715,0.00820325,-0.073632,0.00117575,0.07268425,-0.086489,-0.0776035,-0.05359075,0.07888725,-0.06615125,0.0104335,-0.0020275,0.0729425,-0.07314825,0.03730775,-0.04990125,-0.02860175,-0.00868425,0.06664575,-0.0077195,-0.042706,0.027154,0.02949475,0.079555,0.0393215,-0.019813,-0.00319225,0.071423,-0.0314505,-0.05786075,-0.02090375,-0.01787375,0.02922525,-0.0561595,-0.02676925,0,-0.065863,0.0362225,-0.0726895,-0.07058625,0.0134205,0.050871,-0.062541,-0.0335825,-0.030912,-0.0020825,-0.03490125,-0.03305775,-0.074769,-0.00446975,0.0678655,-0.06881025,0.04006625,-0.078473,0.04762375,0.03418675,0.05864325,-0.01287075,-0.02168975,0.082129,0.0375385,-0.03758525,0.05153025,-0.06911825,-0.05062925,0.02953825,-0.01416,-0.03156325,0.02220075,0.064915,-0.08720375,0.03000525,-0.00021675,0.05089025,0.08582525,0.01187625,0.06232975,0.031934
G6PD,0.05041775,0.063434,0.0411265,-0.04069525,-0.00420875,-0.0806165,-0.03200275,0.006599,0.040486,-0.00031025,0.05359325,0.02875525,0.04420275,0.03338475,0.03005225,-0.01979125,0.03856875,-0.07680525,-0.061934,-0.00744775,0.05967025,0.077154,0.02567025,-0.03268125,0.05439,-0.0244755,0.0252145,0.032,-0.01807675,0.00524725,0.00990375,-0.03490925,0.07859675,-0.05461525,0.02225275,-0.07765825,-0.0743035,0.003679,-0.0410495,0.082962,-0.0598435,-0.0213435,-0.00489,0.03740675,-0.08820625,0.0467885,0.044459,0.0269945,-0.008313,0.02165925,0.02629425,0.06153025,-0.004912,-0.002074,-0.0120385,0.0389835,0.00886825,-0.06769525,-0.04110975,0.0310605,0.002338,-0.05823075,-0.007761,0.066626,0.0036125,0.06055775,0.04525125,-0.08493125,-0.09847525,-0.03990925,-0.0711455,-0.039077,0.0534615,0.016063,0.0417015,0.03057975,-0.0605055,0.053371,0.03217875,-0.065863,0,-0.00837925,-0.0046705,-0.07293175,-0.00379425,-0.00286825,0.055077,-0.019805,0.000533,-0.01476625,-0.0012335,-0.04095875,0.0180665,0.015772,-0.05783775,0.03253575,0.05992575,0.00314575,-0.0655165,-0.0787575,-0.0071375,0.07062325,-0.05702225,-0.06359325,-0.02948075,0.049659,0.017459,0.055562,0.0238955,-0.0524755,0.0323075,-0.0316125,-0.06191775,0.07745325,0.09853675,0.00685625,0.0246015,0.0502805,0.045802,-0.05700275,0.0549425,0.0310635
